app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Rocksmith - 3 Doors Down - 3-Song Pack,2012,206120,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Police - Synchronicity II,2012,206133,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - 3 Doors Down - Loser,2012,206119,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - 3 Doors Down - When I'm Gone,2012,206117,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - blink-182 - All The Small Things,2012,206114,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - blink-182 - Dammit,2012,206113,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Black Keys - Just Got To Be,2012,206106,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Pearl Jam - Black,2012,206111,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Police - Roxanne,2012,206131,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Queen - Stone Cold Crazy,2012,206144,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Allman Brothers Band - Jessica,2012,206094,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Marvin Gaye - What's Going On,2012,206156,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Albert King with Stevie Ray Vaughan - Born Under a Bad Sign,2012,206123,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Blues Brothers Band - Soul Man,2012,206122,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Black Keys 3-Song Pack,2012,206107,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Megadeth 3-Song Pack,2012,206102,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Queen 5-Song Pack,2012,206148,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - My Chemical Romance 3-Song Pack,2012,206142,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Allman Brothers Band - Whipping Post,2012,206160,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - My Chemical Romance - Na Na Na (Na Na Na Na Na),2012,206140,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - The Temptations - My Girl,2012,206155,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Megadeth - Public Enemy No. 1,2012,206101,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Deep Purple - Smoke on the Water,2012,206095,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Megadeth - Symphony of Destruction,2012,206099,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith™,2012,205190,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Edna & Harvey: Harvey's New Eyes,2012,219910,Daedalic Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unity of Command: Stalingrad Campaign,2012,218090,2x2 Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Primal Carnage,2012,215470,Lukewarm Media,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rocksmith - The Knack - My Sharona,2012,206151,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - 3 Doors Down - Kryptonite,2012,206118,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Giana Sisters: Twisted Dreams,2012,223220,Black Forest Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tropico 4: Pirate Heaven DLC,2012,205632,"Haemimont Games,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
A Game of Dwarves,2012,200370,Zeal Game Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XCOM: Enemy Unknown - Elite Soldier Pack,2012,209811,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hotline Miami,2012,219150,Dennaton Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ROSE Online,2012,215120,Gravity Interactive,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Sleeping Dogs: The SWAT Pack,2012,215245,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping Dogs: Screen Legends Pack,2012,215248,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krater - Character DLC Mayhem MK13,2012,204734,Fatshark,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Guns of Icarus Online,2012,209080,Muse Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Condemned: Criminal Origins,2006,4720,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Divinity,2004,219760,Larian Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Magicka: Grimnir's Laboratory,2012,73120,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Divinity II: Developer's Cut,2012,219780,Larian Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rocksmith - Avenged Sevenfold - Beast and the Harlot,2012,206174,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Avenged Sevenfold - Afterlife,2012,206175,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POSTAL 2,2003,223470,Running With Scissors,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sleeping Dogs: Ghost Pig,2012,216330,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1 RACE STARS™,2012,203680,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chaos on Deponia,2012,220740,Daedalic Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gemini Wars,2012,216130,Camel101 LLC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
APB Reloaded Urban Survival Pack,2012,113405,Reloaded Productions,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Magic: The Gathering - 2013 Deck Pack 1,2012,208830,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Worms Revolution - Mars Pack,2012,200188,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gratuitous Tank Battles - The Western Front,2012,205541,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Sine Mora,2012,207040,Digital Reality,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fly'N,2012,223730,Ankama,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Puddle,2012,222140,Neko Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Memento Mori,2012,200490,Bohemia Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clan of Champions - New Helmet Pack 1,2012,215309,Acquire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clan of Champions - Item Box +,2012,215303,Acquire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clan of Champions - New Armor Pack 1,2012,215311,Acquire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of Duty®: Black Ops II,2012,202970,Treyarch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping Dogs: Deep Undercover Pack,2012,202193,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping Dogs - Triad Enforcer Pack,2012,215253,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1 Race Stars - Music Accessory Pack,2012,220803,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sleeping Dogs: Square Enix Character Pack,2012,216331,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1 Race Stars - Science Accessory Pack,2012,220805,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F1 Race Stars - Princess Accessory Pack,2012,220804,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F1 Race Stars - Nature Accessory Pack,2012,220806,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F1 Race Stars - Monster Accessory Pack,2012,220807,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jagged Alliance 2 - Wildfire,2004,215930,I-deal Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Hitman: Absolution: Bartoli Custom Gun,2012,216414,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Absolution: Agency HX UMP,2012,216413,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Absolution: Agency SPS 12,2012,216412,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Absolution: Deus Ex (Adam Jensen) Handgun,2012,216421,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Absolution: High Tech Disguise,2012,216417,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Absolution: Deus Ex (Adam Jensen) Disguise,2012,216420,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sims 3: Supernatural,2012,223593,The Sims Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Sims 3: Diesel Stuff,2012,223592,The Sims Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Sims 3: Seasons,2012,223594,The Sims Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Magic 2013 ""Act of War"" Deck Key",2012,208833,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Magic 2013 ""Sky and Scale"" Foil Conversion",2012,208842,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Magic 2013 ""Act of War"" Foil Conversion",2012,208834,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Magic 2013 ""Sky and Scale"" Deck Key",2012,208841,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Worms Revolution: Medieval Tales DLC,2012,200185,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Train Simulator: Union Pacific Big Boy Loco Add-On,2012,208361,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miasmata,2012,223510,IonFx,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stealth Bastard Deluxe - Soundtrack,2012,209201,Curve Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider VI: The Angel of Darkness,2012,225020,Core Design,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealth Bastard Deluxe,2012,209190,Curve Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GT Legends,2005,44690,SimBin Studios AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Trainz Simulator DLC: PRR T1,2012,24676,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Book of Unwritten Tales: The Critter Chronicles,2012,221830,KING Art,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Primordia,2012,227000,Wormwood Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Game of Dwarves: Star Dwarves,2012,222222,Zeal Game Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Game of Dwarves: Ale Pack,2012,222221,Zeal Game Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mabinogi,2012,212200,NEXON Korea Corp.,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Triple Town,2012,209950,Spry Fox LLC,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Legacy of Kain: Defiance,2003,224300,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legacy of Kain: Soul Reaver,2012,224920,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legacy of Kain: Soul Reaver 2,2001,224940,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train Simulator: Union Pacific SD45 Loco Add-On,2012,208319,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Iron Sky: Invasion,2012,224900,Reality Pump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Assassin’s Creed® III – The Hidden Secrets Pack,2012,208491,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Royale 3: New Adventures DLC,2012,215972,Gaming Minds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Rocksmith - Nickelback - 3 Song Pack,2012,222061,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A New Beginning - Final Cut,2012,105000,Daedalic Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rocksmith - Nickelback - How You Remind Me,2012,222058,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NiGHTS Into Dreams,2012,219950,SEGA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train Simulator: Edinburgh-Glasgow Route Add-On,2011,65216,Thomson Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary,2012,226350,Mind Over Matter Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Hearts of Iron III: British Vehicle Spritepack,2012,214987,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hearts of Iron III: Japanese Vehicle Spritepack,2012,214988,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rage: The Scorchers™,2012,209460,id Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropico 4: Vigilante DLC,2012,205634,"Haemimont Games,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Rocksmith - Foo Fighters - Wheels,2012,222066,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Foo Fighters - Times Likes These,2012,222065,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Foo Fighters - My Hero,2012,222063,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Foo Fighters - Walk,2012,222062,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Virus Named TOM: Winter Wonderland,2012,207660,Misfits Attic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Sacred 2 Gold,2012,225640,Ascaron,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Train Simulator: Donner Pass: Southern Pacific Route Add-On,2012,65239,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Splice: Epilogue Soundtrack,2012,209801,Cipher Prime Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angelica Weaver: Catch Me When You Can,2013,218700,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1 Race Stars - China Track,2013,220813,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F1 Race Stars - Canada Track,2013,220812,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Primal Fears,2013,211280,DnS Development,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F1 Race Stars - India Track,2013,220811,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Worms Ultimate Mayhem - Multiplayer Pack DLC,2013,70616,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Train Simulator: DB ICE 2 EMU Add-On,2013,222545,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fieldrunners 2,2013,215710,Subatomic Studios LLC,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sword of the Stars II Soundtrack,2013,203060,Studio X Labs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sins of a Solar Empire®: Rebellion - Original Soundtrack,2013,228600,"Ironclad Games,Stardock Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gratuitous Space Battles: The Outcasts,2013,41817,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Rocksmith - The Strokes - Reptilia,2013,222076,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,2013,226370,Mind Over Matter Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Painkiller Hell & Damnation: Satan Claus DLC,2013,219136,The Farm 51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borderlands 2: Commando Supremacy Pack,2013,225821,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Borderlands 2: Commando Domination Pack,2013,225822,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spectromancer: Gathering of Power,2013,22521,"Apus Software,Three Donkeys LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Borderlands 2: Siren Madness Pack,2013,225823,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Borderlands 2: Gunzerker Madness Pack,2013,225826,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Borderlands 2: Gunzerker Domination Pack,2013,225828,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Borderlands 2: Siren Domination Pack,2013,225825,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strike Suit Zero Soundtrack,2013,209545,Born Ready Games Ltd.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Strike Suit Zero,2013,209540,Born Ready Games Ltd.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Cave,2013,221810,Double Fine Productions,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace Combat Assault Horizon - Enhanced Edition,2013,228400,NAMCO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotline Miami Soundtrack,2013,219152,Dennaton Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DmC: Devil May Cry,2013,220440,Ninja Theory,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defense Grid: Containment DLC,2013,18523,"Hidden Path Entertainment, Inc.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Retrovirus,2013,227800,Cadenza Interactive,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DIVO,2013,230760,Internal Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cities in Motion: Design Quirks,2013,206718,Colossal Order Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Rocksmith - Fall Out Boy - Sugar, We're Goin Down",2013,222083,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Fall Out boy - I Don't Care,2013,222086,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Rocksmith - Fall Out Boy - Dance, Dance",2013,222084,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Fall Out Boy - Thnks fr th Mmrs,2013,222085,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Fall Out Boy - America's Suitehearts,2013,222087,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Street Fighter X Tekken: SF Booster Pack 5,2013,210085,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: SF Booster Pack 4,2013,210084,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: SF Booster Pack 3,2013,210083,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cities XL Platinum,2013,231140,Focus Home Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Street Fighter X Tekken: SF Booster Pack 7,2013,210087,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Additional 12 Characters Pack,2013,210113,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,2013,226390,Mind Over Matter Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Super House of Dead Ninjas,2013,224820,Megadev,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Omerta - City of Gangsters - The Bulgarian Colossus DLC,2013,215373,Haemimont Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
A Valley Without Wind 2,2013,228320,"Arcen Games, LLC",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Highborn,2013,209850,Jet Set Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Rocksmith - Kansas - Carry On Wayward Son,2013,222093,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Ram Jam - Black Betty,2013,222095,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith - Judas Priest - You've Got Another Thing Comin',2013,222094,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
