genres,app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
"Adventure, Casual, Indie",Strawberry Vinegar,2016,407340,ebi-hime,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie",The Sad Story of Emmeline Burns,2016,429940,ebi-hime,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG",Suits: A Business RPG,2016,410670,Technomancy Studios,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Action,Kung Fu Panda Showdown of Legendary Legends,2016,369230,Vicious Cycle Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation,FSX: Steam Edition - Extra 300S Add-On,2016,379570,Alabeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Casual, Indie, Strategy",Age of Steel: Recharge,2016,421060,Quaint Emerald,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Action,Kung Fu Panda: Bao and Panda Vista,2016,413800,Vicious Cycle Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Kung Fu Panda: Kai and Master's Garden,2016,413811,Vicious Cycle Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Kung Fu Panda: Master Chicken and Li,2016,413810,Vicious Cycle Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Squirbs,2016,429700,Team Indev,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",The Growth Journey,2016,416610,Cleverweek,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Massively Multiplayer, RPG, Early Access",Divergence: Online,2016,422940,Stained Glass Llama,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Simulation,Train Simulator: DB BR 474.3 EMU Add-On,2016,325987,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Train Simulator: Hamburg-Lübeck Railway Route Add-On,2016,325988,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Indie",The Growth Journey - Soundtrack,2016,431820,Cleverweek,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,2016,429901,"Rainbow Studios,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - KTM 450 SX ATV,2016,429902,"Rainbow Studios,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - Supercross Track Pack 1,2016,420890,"Rainbow Studios,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - Supercross Track Pack 2,2016,421160,"Rainbow Studios,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - Supercross Track Pack 3,2016,421161,"Rainbow Studios,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Action, Casual, Indie, Early Access",Sniper Tactical,2016,374170,fragOut Studio,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - Supercross Track Pack 4,2016,421162,"Rainbow Studios,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access",a Family of Grave Diggers,2016,383020,Ludvig Larsson,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Action, Indie, Simulation, Early Access",Feed and Grow: Fish,2016,429050,Old B1ood,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Indie, Early Access",Dead TrailZ,2016,349150,"Galactic Bits, Inc",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Punch Club,2016,394310,Lazy Bear Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Indie",Chiptune Champion,2016,372690,Blake Garner,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Space Pilgrim Episode II: Epsilon Indi,2016,431710,"Pilgrim Adventures,GrabTheGames Studios",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simulation,TANE DLC: BR Class 14,2016,430182,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Action,GGXrd Character Unlock - ELPHELT VALENTINE,2016,419471,Arc System Works,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,GGXrd Character Unlock - SIN KISKE,2016,419470,Arc System Works,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,GGXrd Character Unlock - LEO WHITEFANG,2016,419472,Arc System Works,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Wooden Floor 2 - Resurrection,2016,433790,pheenix93,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Strategy",Ground Breakers,2016,376250,UnitedIndie,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, Strategy",Forbidden Planet,2013,434610,Faton,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Adventure,Elansar,2012,435070,OrionSoft,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, Simulation, Strategy",Pixel Survivors,2016,342970,"Sachonski,Renamilanesi,Sith",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Adventure, Indie",Dark Night,2016,434150,NighthoodGames,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie",The Great Escape,2016,434800,XiNFiNiTY Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Simulation",Welcome to Boon Hill - OST,2016,429760,Matthew Ritter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Audio Production,Sound Forge Mac 2.0 - Steam Powered,2016,207340,MAGIX Software GmbH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Philia : the Sequel to Elansar,2014,435080,OrionSoft,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Tharsis,2016,323060,Choice Provisions,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Adventure, Indie","That Dragon, Cancer",2016,419460,Numinous Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",New York Mysteries: High Voltage Demo,2016,430430,FIVE-BN GAMES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Assassin’s Creed® Chronicles: India,2016,359610,Climax Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Walk The Light - Soundtrack,2016,433390,Anti Crunch Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",New York Mysteries: High Voltage,2016,392970,FIVE-BN GAMES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation,FSX: Steam Edition - World Environment 2012 Add-On,2016,379562,Zinertek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,FSX: Steam Edition - HD Airport Graphics Add-On,2016,379560,Zinertek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,FSX: Steam Edition - Natural Tree Environment X Add-On,2016,379561,Zinertek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Indie","J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",2016,360340,CBE Software s.r.o.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie, RPG",3DRPG,2016,431840,Doomster Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Thirty Seconds to Mars - “The Kill”,2016,390424,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Thirty Seconds to Mars - “This Is War”,2016,390427,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Thirty Seconds to Mars - “From Yesterday”,2016,390425,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,2016,390428,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Thirty Seconds to Mars - “Kings and Queens”,2016,390426,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Thirty Seconds to Mars Song Pack,2016,390429,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Racing",Eight Mini Racers,2016,434890,David Mulder,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Action,Tom Clancy's Rainbow Six® Siege - The Safari Bundle,2016,417461,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, RPG, Strategy",Space Grunts,2016,371430,Orangepixel,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Action,Deadhunt,2005,435250,REL Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Big Action Mega Fight!,2016,357120,Double Stallion Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, Simulation",Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,2016,434940,ANPA.US,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,2016,404214,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: Amtrak P42DC - Phase V,2016,404982,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: BNSF GE Dash-9 44CW Warbonnet,2016,404217,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: Blue Comet,2016,404211,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: CSX EMD SD60,2016,404218,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: SNCF - AGC Languedoc,2016,430220,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TANE DLC: Chinese Electric SS4 Locomotive Pack,2015,404210,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Indie, Strategy",Boss Monster: Power-Up Pack,2016,363251,Plain Concepts Corp,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Casual, Indie",Energy Cycle,2016,415960,Sometimes You,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Energy Cycle Soundtrack,2016,423240,Sometimes You,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Energy Cycle Collector's Edition Content,2016,426120,Sometimes You,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, RPG",Endica VII The Dream King,2016,343150,Dream Within,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Casual, Free to Play, Massively Multiplayer",LoveBeat,2016,354290,"CRAZYDIAMOND CO., LTD.",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Action,DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,2016,431350,"Pyramid,Chara-Ani",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simulation, Sports",Pro Basketball Manager 2016,2016,347060,"Cyanide,Umix Studios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Casual, Indie, Strategy",Zombie Wars: Invasion,2016,429060,DNZY Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Free to Play, Indie",Wilson Chronicles,2016,313240,Frere d'Arme,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Massively Multiplayer, Simulation",WarBirds Dogfights 2016,2016,433130,iEntertainment Network Inc,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Adventure, Indie, RPG, Simulation, Strategy",Knights of Pen and Paper 2 - Here Be Dragons,2016,420640,Kyy Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"Action, Casual, Indie",Tyler,2016,390460,ILLUSIONETWORK,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, Simulation",Goat Simulator: PAYDAY,2016,425840,Coffee Stain Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Indie,boxlife,2016,314370,tequibo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, RPG",PAYDAY 2: The Goat Simulator Heist,2016,433730,OVERKILL - a Starbreeze Studio.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Casual, Strategy",Rush for gold: Alaska,2016,435140,Rainbow Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Casual, Indie, Strategy",BATTLE PIXELS,2016,434500,AppyArt Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Nordenfelt,2016,428740,Black Golem,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Masked Shooters 2,2016,434250,FreezeNova,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Lucadian Chronicles Demo,2016,412390,Dark Roast Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Adventure, Indie",Oxenfree,2016,388880,Night School Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, Massively Multiplayer, Simulation",Pixel Z - Gun Day,2016,434380,Semen Rodin,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Simulation,TS Marketplace: Renewable Energy Pack,2016,326025,Skyhook Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Train Simulator: BR Class 40 '40145' Loco Add-On,2016,325965,RailRight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Casual, Indie",GOCCO OF WAR Demo,2016,427720,"peakvox,O-TWO inc.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie","Kivi, Toilet and Shotgun",2016,428950,16bit Nights,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Stop Online - Battle of Words,2016,406310,BRHP,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simulation,TS Marketplace: Class 375 Southeastern Livery Pack Add-On,2016,326024,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, RPG",Dragon's Dogma: Dark Arisen,2016,367500,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Indie, Simulation, Strategy",Sol 0: Mars Colonization,2016,387370,Chondrite Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Indie",Protoshift - Offical Soundtrack,2016,432630,"Reflextions,nubbinownz",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, RPG",Dragon's Dogma: Dark Arisen Masterworks Collection Soundtrack,2016,422220,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Qasir al-Wasat: International Edition,2016,296030,Aduge Studio,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,Tales of Zestiria - Pre-order items,2016,382460,BANDAI NAMCO Studio Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Indie,Zipple World,2016,433110,Alternative Dreams,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure,A Boy and His Blob,2016,281200,"Abstraction Games,WayForward",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Assassin's Creed® Syndicate - Streets of London Pack,2016,407474,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free to Play,Astro Lords: Oort Cloud,2016,372190,Aratog LLC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Free to Play, Indie",Codename: Rogue Fleet,2016,403690,SionoiS,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG",Deathstate Soundtrack,2016,435240,"Workinman Interactive, LLC.",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Indie",INFRA,2016,251110,Loiste Interactive,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",INFRA - Original Soundtrack,2016,432450,Loiste Interactive,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RPG, Strategy",Puzzle Sages,2016,401210,Aric Morrow,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Call of Cthulhu: The House of R'lyeh,2016,436251,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - D&D Legacy of the Crystal Shard,2016,436250,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Action, Adventure, Indie, RPG, Early Access",No Turning Back: The Pixel Art Action-Adventure Roguelike,2016,358080,"ColloseusX,cpmilan",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Indie, RPG",Catacombs of the Undercity,2016,352440,Tin Man Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Indie, RPG",House of Hell,2016,419810,Tin Man Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Casual, Free to Play, Indie",To Burn in Memory,2015,434120,Orihaus,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",Drawn™: Dark Flight,2016,433360,Big Fish Studios,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",The Fall of the Dungeon Guardians OST,2016,435450,Mana Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Free to Play, Indie",Cloney,2014,400030,dotBunny,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure","Resident Evil 0 ""Shadow of Fear"" Rebecca T-shirt",2016,406140,"CAPCOM Co., Ltd.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, Simulation, Early Access",Scrap Mechanic,2016,387990,Axolot Games,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual",Marcus Level,2016,417480,3DDUO,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,Retaliation: Enemy Mine,2016,385810,XTeam Software Solutions srls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie, Simulation",VIOLET: Space Mission,2016,435780,Killer Lobster,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Geek Resort,2016,370560,Shinypix,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Six Sides of the World,2016,384480,Cybernetik Design,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indie,Six Sides of the World - Soundtrack,2016,429920,Cybernetik Design,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy,Homeworld: Deserts of Kharak,2016,281610,Blackbird Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Simulation, Strategy",Homeworld: Deserts of Kharak - Soundtrack,2016,436550,Gearbox Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Adventure, Casual, Indie, RPG",Crudelis,2016,424010,Whiskey Jack Games,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie, RPG",Crudelis - Original Soundtrack,2016,427790,Whiskey Jack Games,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Casual, Free to Play, Indie",Sven Co-op,1999,225840,Sven Co-op Team,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie",Dog Fight,2016,362370,Black Carbon,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,GameGuru - Sci-Fi Mission to Mars Pack,2016,404570,The Game Creators,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 5E: The Baleful Coven,2016,438060,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 5E: Road to Destiny,2016,438062,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 5E: Beasts of Legend - Coldwood Codex,2016,438061,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 5E: Legendary Planet Player's Guide,2016,438071,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 5E: Legendary Planet,2016,438070,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Action, Indie",Pills4Skills,2016,427770,Petro Shoferystov,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, RPG, Simulation",World's Dawn,2016,432010,Wayward Prophet,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Action, Adventure, Free to Play, Massively Multiplayer, RPG",Knight Online,2016,389430,"Noah System,Mgame",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Indie, Racing, Simulation, Sports",Ultimate Rock Crawler,2016,400880,khos85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"Adventure, Indie",The Order of the Thorne - The King's Challenge Demo,2016,432810,Infamous Quests,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,C. Kane,2016,385030,Paul Harrington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Casual, Strategy",Incredible Dracula: Chasing Love Collector's Edition,2015,435040,New Bridge Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Indie, RPG, Strategy",Rescue From Goblin Deep,2016,433830,"Duncan Perham,Steve Tierney",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Free to Play, Massively Multiplayer, Sports, Strategy",Full Tilt Poker,2016,426560,Rational Social Projects Limited,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
"Casual, Indie, RPG, Simulation",Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,2016,423700,Michael Flynn,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Action, Indie, Simulation, Strategy",Habitat,2016,299340,4gency,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
